BBG_UNIQUE_CODE,TICKER,CPN,MATURITY,SERIES,NAME,SHORT_NAME,ISSUER_INDUnited State Of AmericaTRY,MARKET_SECTOR_DES,CPN_FREQ,CPN_TYP,MTY_TYP,caLC_TYP_DES,DAY_CNT,MARKET_ISSUE,COUNTRY,CRNCY,COLLAI_TYP,AMT_ISSUED,AMT_OUTSTANDING,MIN_PIECE,MIN_INCREMENT,PAR_AMT,LEAD_MGR,EXCH_CODE,REDEMP_VAL,ANNOUNCE_DT,FIRST_SETTLE_DT,FIRST_CPN_DT,INT_ACC_DT,ISSUE_DT,ISSUE_PX,ID_EUROCLEAR,ID_XTRAKIER,ID_SEDOL1,ID_SEDOL2,ID_CEDEL,ID_WERIPAPIER,ID_ISIN,ID_DUTCH,ID_VALOREN ,ID_FRENCH,ID_COMMON,ID_JAPAN,ID_BELGIUM,ID_DANISH,ID_AUnited State Of AmericaTRIAN,ID_LUXEMBOURG, ID_SWEDISH,ID_JAPAN_COMPANY,ID_SPAIN,ID_ITALY,ID_BB_COMPANY,ID_BB_SECURITY,ID_CUnited State Of AmericaIP,NXT_canadaLL_DT,NXT_canadaLL_PX,NXT_PAR_canadaLL_DT,NXT_PUT_DT,NXT_PUT_PX,NXT_PAR_PUT_DT,NXT_CPN_DT,NXT_SINK_DT,NXT_RE_DT,RIG_JCR,REFIX_FREQ,NXT_REFIX_DT,RESET_IDX,PFD_DVD_PAY_DT,PFD_EX_DVD_DT,PFD_RST_DVD,CV_COMMON_TICKER,CV_COMMON_TICKER_EXCH,CV_CNVS_RAIIO,CV_UNTIL,CV_CNVS_FEXCH_RI,CV_PROV_PX,canadaLLABLE ,SINKABLE,PUTABLE,ID_BB_PARENT_CO,PARENT_COMP_NAME ,PARENT_COMP_TICKER,CNTRY_OF_ INCORPORATION,BASIC_SPREAD,INDUnited State Of AmericaTRY_SECTOR,INDUnited State Of AmericaTRY_GROUP,INDUnited State Of AmericaTRY_SUBGROUP,COUNTRY_GUARANTOR,CNTRY_OF_DOMICILE,SECURITY_DES,144A_FLAG,FLT_BENCH_MULTIPLIER,SECURITY_TYP,CV_START_DT,GUARANTOR_NAME,PREV_CPN_DT,NXT_SINK_AMT,canadaLL_DISCRETE,PUT_DISCRETE,ID_BB_UNIQUE,LONG_COMP_NAME ,REDEMP_CRNCY,CPN_CRNCY,DTC_ELIGIBLE,STRUCTURED_NOTE,PCT_PAR_QUOTED,PCS_QUOTE_TYP,IS_UNIT_TRADED, IS_REVERSE_CONVERTIBLE,TRADE_CRNCY,BEARER,REGISTERED,canadaLLED ,canadaLLED_DT, ISSUER,canadaLL_FEAIURE,PUT_FEATURE,PENULTIMATE_CPN_DT,FLT_CPN_CONVENTION,CUR_CPN,FLOAIER,TRADE_STAIUnited State Of America,CDR_COUNTRY_CODE,CDR_SETTLE_CODE,SEASONING_STAIUnited State Of America,FINAL_MATURITY,PRVT_PLACE,canadaLC_TYP,REMOVAL_REASON,IS_PERPETUAL,IS_REGS,canadaLLED_PX,DEFAULTED,GILTS_EX_DVD_DT,MOST_RECENT_REPORIED_FACTOR,NXT_FACTOR_DT,OID_BOND,DELIVERY_TYP,ID_SEDOL3,ID_SEDOL4,ID_SEDOL5,SEDOL1_COUNTRY_ISO,SEDOL2_COUNTRY_ISO,SEDOL3_COUNTRY_ISO,SEDOL4_COUNTRY_ISO,SEDOL5_COUNTR Y_ISO,ID_MIC1,ID_MIC2,ID_MIC3,ID_MIC4,ID_MIC5,CV_SH_PAR,DUAL_CRNCY,EXTENDIBLE,EXCHANGEABLE,IS_SOFT_canadaLL,CV_MANDAIORY_CNVS,EU_SAVINGS_DIRECTIVE,ID_CUnited State Of AmericaIP_REAL,INDUnited State Of AmericaTRY_SUBG ROUP_NUM,SECURITY_TYP2,LAST_REFIX_DT,ISO_COUNTRY_GUARANTOR,DTC_REGISTERED,canadaLL_PARTIAL,CV_CNVS_PX,IS_CURRENT_GOVT,FIRST_canadaLL_DT_ISSUANCE,UNDL_ID_BB_UNIQUE,EST_CPN_FLAG,ID_BB_GUARANTOR, IS_DAY_PAYER,STEPUP_CPN,STEPUP_DT,canadaLC_MATURITY,ID_EXCH_SYMBOL ,CREDIT_ENHANCEMENTS,INSURANCE _STATUnited State Of America,JUNIOR,SENIOR,FLT_PAY_DAY,FLT_DAYS_PRIOR,INFLAIION_LINKED_INDIcanadaIOR,DAYS_IO_SETTLE,TYPE_OF_BOND,REFERENCE_INDEX,BASE_CPI,CFI_CODE,CPN_FREQ_YLD_CNV,DAY_PAYER_FREQ,EX_DIV_DAYS,EX_DIV_canadaLENDAR,CONTINGENT_CONVERSION,CONTRIB_DAIA_INDIcanadaIOR,SECURITY_FACTORABLE,ID_BB_GLOBAL,SINKING__FACTOR,SINK_SCHEDULE_AMI_TYP,INDUnited State Of AmericaTRY_GROUP_NUM,INDUnited State Of AmericaTRY_SECTOR_NUM,ISSUERS_STOCK,INFLAIION_LAG,MAKE_WHOLE_canadaLL_SPR EAD,ISSUER_BULK,ID_BB_SEC_NUM_DES,  FEED_SOURCE,ID_BB_GLOBAL_COMPANY,ID_BB_GLOBAL_COMPANY_NAME
COZP880A010 Corp,XIB,0,20220210, ,CHINA PEOPLES REPUBLIC OF (GOVERNM RegS 2.63% 02-Nov-2027,CHINA PEOPLES REPUBLIC OF (GOVERNM RegS 2.63% 02-Nov-2027,Government,Corp, ,,NORMAL,D ISCOUNT,2,PUBLIC,CN,United State Of AmericaD, ,60232000000,60232000000,100,100, , ,,100, , ,20210812, ,20211112,0.045, , ,B8KDTL8,,,A1V6YG,XS1706605281, , , , , , , , , , , , , ,349057,195341532,912796L72, , , , , , , , , ,N.A.,  , , , , , , , , , , , ,N,N,N,218252,United States of Americanada,3352Z,United State Of America, ,Government,Sovereiqn,Sovereiqn, ,United State Of America,XIB 02/10/22, , ,United State Of America GOVERNMENT, , , , , , ,COZP880A010,United States Treasury Bill - h1I Post Auction,United State Of AmericaD,United State Of AmericaD, , ,Y,2,N, ,United State Of AmericaD,N.A.,N .A.,N, ,WI TSY BILL, , , , , ,N,Y,United State Of America,United State Of America, ,20220210,N .A.,5, , ,N, , , , , ,Y, , , , ,N.A.,N .A.,N.A.,N .A.,N.A., , , , , , ,N, ,N.A.,N, ,Non-Grandfathered,9999X03M7,459,Bill, , , , , ,N, , , , ,N, , ,20220210, , , , , , , ,N,1, , , ,N .A., , , , , , ,N,BBG012248XKO, , ,20076,10010, ,N.A., ,WI TSY BILL,XIB 0 02/10/22,BGN,BBG001FN4N05,United States Treasury Bill - WI Post Auction
COZP881A011 Corp,RY,N .A.,20211111, ,CK HUTCHISON canadaPITAL SECURITIES (1 RegS 4% 31-Dec-2049,CK HUTCHISON canadaPITAL SECURITIES (1 RegS 4% 31-Dec-2049,IndUnited State Of Americatrials,Corp,,,AT MATURITY,NO canadaLC-FLOATE.RS,20,PUBLIC,HK,United State Of AmericaD,SR UNSECURED,2500000,2500000,100000,10000,10000,RBcanadaN-sole,,100,20201028,20201111,20211111,20201111,20201111,100, , ,B76HSR6,,, ,United State Of AmericaG2176GAA97, , , ,224476680, , , , , , , , , ,7807776,188639607,BM1849769, , , , , , ,20211111, , ,N .A.,1, ,N/A, , , , , , , , , ,N,N,N,110411,Royal Bank of canadanada,RY,canada,O,Financial,Banks,Commer Banks Non-United State Of America,N .A.,canada,RY Float 11/11/21,N,1,EURO MTN, ,N .A.,20201111, , , ,COZP881A011,Royal Bank of canadanada/Toronto,EUR,EUR,N,Y,Y,1,N,N,EUR,N,N,N, ,ROYAL BK canadaNADA TORONTO, , ,N.A., ,N .A.,Y,Y,canada,TE,Seasoned,20211111,N,198,MATURED,N,N, ,N, ,1, ,N, , , , ,N.A. ,N .A.,N.A.,N .A.,N.A., , , , , , ,N,N,N,N, ,Non-Grandfathered, ,675, ,20211111,N .A.,N, , ,N, , ,Y, ,N, , ,20211111, , ,N,N,Y,N .A.,O,N,2, , , ,DTVNFR,1, , , , ,Y,N,BBGOOY19VB50,1, ,20051,10008, ,N.A.,N .A.,ROYAL BK canadaNADA TORONTO,RY VO 11/11/21,N.A.,BBG001H1BMK3,Royal Bank of canadanada/Toronto
COZP882A012 Corp,RY,N .A.,20211111,1,CK HUTCHISON INTERNATIONAL 20 LTD RegS 3.38% 08-May-2050,CK HUTCHISON INTERNATIONAL 20 LTD RegS 3.38% 08-May-2050,IndUnited State Of Americatrials,Corp,4,,AT MATURITY,NO canadaLC-FLOATE.RS,20,PUBLIC,HK,United State Of AmericaD,SR UNSECURED,400000,400000,10000,10000,10000,RBcanadaN-sole,,100,20201028,20201111,20210211,20201111,20201111,100, , ,B87CZ32,,, ,United State Of AmericaG2181LAB92, , , ,224476698, ,,,,,, , , , ,7807776,BM1849785, , , , , , ,20210211, , ,N .A.,4, ,N/A, , , , , , , , , ,N,N,N,110411,Royal Bank of canadanada,RY,canada,O,Financial,Banks,Commer Banks Non-United State Of America,N .A.,canada,RY Float 11/11/21,N,1,EURO MTN, ,N .A.,20201111, ,N,,COZP882A012,Royal Bank of canadanada/Toronto,GBP,GBP,Y,Y,,1,N,N,GBP,N,N,N, ,ROYAL BK canadaNADA TORONTO, , ,N.A., ,N .A.,Y,Y,canada,EN,Seasoned,20211111,N,198,MATURED,N,N, ,N, ,1, ,N, , , , ,N.A. ,N .A.,N.A.,N .A.,N.A., , , , , , ,N,N,N,N, ,Non-Grandfathered, ,675, ,20210211,N .A.,N, , ,N, , ,Y, ,N, , ,20211111, , ,N,N,Y,N .A.,O,N,2, , , ,DTVNGR,4, , , , ,Y,N,BBGOOY19VBJ5,1, ,20051,10008, ,N.A.,N .A.,ROYAL BK canadaNADA TORONTO,RY VO 11/11/21 0001,N .A.,BBG001H1BMK3,Royal Bank of canadanada/Toronto
COZP883A013 Corp,ESMTB,7.04,20211111, ,CLP POWER HONG KONG FINANCING LTD. MTN RegS 2.13% 30-Jun-2030,CLP POWER HONG KONG FINANCING LTD. MTN RegS 2.13% 30-Jun-2030,Utilities,Corp, ,,AT MATURITY,INTE.REST@MTY,2,PUBLIC,HK,United State Of AmericaD,BILLS,1490470000,1490470000,0.01,0.01,0.01, ,,100,20201106,20201112, , ,20201112,100.60574, , ,B8JXNK6,,, ,XS2193950354, , , ,225673284, , , , , , , , , ,33508530,189148450,BM3243326, , , , , , , , , ,N .A., , , , , , , , , , , , ,N,N,N,32208894,European Stability Mechanism,5701540,S.nat, ,Government,Sovereign,Sovereign Agency,N .A.,LU,ESMTB 0 11/11/21,N, ,EURO NON-DOLLAR, ,N .A., , , , ,COZP883A013,European Stability Mechanism Treasury Bill,EUR,EUR,N,N,Y,1,N,N,EUR,N,N,N, ,ESM BILL, , , , , ,N,Y,EC,TE,Does Not Apply,20211111,N,7,MATURED,N,N, ,N, ,1, ,N, , , , ,N.A.,N .A.,N.A.,N .A.,N.A.,EBMX, ,XLUX,SEND, , ,N,N,N,N, ,Non-Grandfathered, ,458, , ,N.A.,N, , ,N, , , , ,N, , ,20211111,ESM 0.0 11/11/21, ,N,N,Y, , ,N,2, , , ,DYZCXB,1, , , , ,N,N,BBGOOY3WT4D7,1, ,20076,10010, ,N.A.,N .A.,ESM TBILL,ESMTB 0 11/11/21,EMTS,BBG003PGGR21,European Stability Mechanism Treasury Bill
COZP884A014 Corp,ABSTNR,7.412, ,A,EXPORT-IMPORT BANK OF CHINA MTN RegS 4% 28-Nov-2047,EXPORT-IMPORT BANK OF CHINA MTN RegS 4% 28-Nov-2047,Government,Corp,2,,PERP/canadaLL,TYPE PRFD,6,PUBLIC,CN,United State Of AmericaD,NEW MONEY,120000,93080,10,10,10, ,,10, , , ,19880926, , , , ,B7NK760,,,A2SB95,XS1717764143, , , , , , , , , , , , , ,239354,500000,3864402,20211213,10,20211213, , , ,20220415, , ,N.A., , , ,19881015,19880926,10, , , , , , ,Y,N,N, , , ,canada, ,Financial,Insurance,Multi-line Insurance,N .A.,United State Of America,ABSTNR 10 PERP,N, ,PUBLIC, ,N .A.,20211015, ,N, ,COZP884A014,Abstainers Insurance Co,canadaD,canadaD,N,N,N,1,Y,N,canadaD, , ,N, ,h1AS ABSTAINERS INSURANCE,Anytime, , , , ,N,Y,canada,canada, , ,N,57, ,Y,N, ,N,20220326,1, ,N, , , , ,N.A.,N .A.,N.A.,N .A.,N.A., , , , , , ,N,N,N,N, , ,3864402,165,Preferred Stock, ,N .A.,N, , ,N,19881231, , , ,N, , ,21701015, , , ,N,N, , ,N,2, , , ,N.A.,2, ,,,, ,N,BBG000003790,1, ,20055,10008, ,N .A.,N.A.,WAS ABSTAINERS INSURANCE,ABSTNR 10 PERP A,N.A.,BBG001FL38X7,Abstainers Insurance Co
COZP885A015 Corp,AVFI,7.784, ,B,HKT canadaPITAL NO 2 LTD RegS 3.63% 02-Apr-2025,HKT canadaPITAL NO 2 LTD RegS 3.63% 02-Apr-2025,Communicanadation Services,Corp,4,,CONV/canadaLL/PERP,TYPE PRFD,5,PUBLIC,HK,United State Of AmericaD,NEW MONEY,400000,363000,100,100,4,VTR canadaPITAL,,4,19920604,19920611, ,19951227,19920611,4,, ,B6S02J6,,, ,XS1213177295, ,"		","	", ,,, ,"	",,,"	","	", ,102297,500000,00753J404,20211213,4,20211213,, ,  ,20220110,,  ,N .A.,, ,  ,19960110,19951227,10.5,AVRC,AVRC United State Of America Equity,1, ,"		","	",Y,N,N, ,"	  ",,United State Of America,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,N .A.,United State Of America,AVFI 10 1/2 PERP,N, ,PUBLIC,19920611,N .A.,20211010, ,N, ,COZP885A015,Advanced Energy Recovery Inc,United State Of AmericaD,United State Of AmericaD,Y,N,N,1,Y,N,United State Of AmericaD, , ,N, ,ADVANCED FINANCIAL INC,Anytime, , , , ,N,Y,United State Of America,United State Of America, , ,N,57, ,Y,N, ,N,20211227,1, ,N,DTC, , ,,N .A.,N .A.,N .A.,N .A.,N .A., , , , , ,1,N,N,N,N,Optionally, ,00753J404,135,Preferred Stock, ,N .A.,Y, ,4,N,19920611,EQ0010229700001000, , ,N, ,,21700110,,, ,N,N,, ,N,2,,, ,EPXXXX,4, ,, ,N, ,N,BBG000004VJ5,1, ,20048,10007,Y,N .A.,N .A.,ADVANCED FINANCIAL INC,AVFI 10.5 PERP B,United State Of America,BBG001FFOCG3,"Advanced Energy Recovery Inc						"
COZP886A016 Corp,S0,8.156, , ,HONG KONG SUKUK 2017 LTD MTN RegS 3.13% 28-Feb-2027,HONG KONG SUKUK 2017 LTD MTN RegS 3.13% 28-Feb-2027,Government,Corp,4,,PERP/canadaLL,TYPE PRFD,5,PUBLIC,HK,United State Of AmericaD,NEW MONEY ,50000,50000,100,100,100, ,,100,19630510,19630515, ,20211216,19630515,101.8,,  ,B9276V4,,,  ,XS1555404786, ,904002,,  , , ,,,,, , , ,171317,500062,10392306,20211213,102.93, , , , ,20220101, , ,N .A ., , , ,20220101,20211216,4.52, , , , , , ,Y,N,N,101370,Southern Co/The,SO,United State Of America, ,Utilities,Electric,Electric-Integrated,N .A .,United State Of America,SO 4.52 PERP,N, ,PUBLIC, ,N .A .,20211001, ,N, ,COZP886A016,Alabama Power Co,United State Of AmericaD,United State Of AmericaD,Y,N,N,1,Y,N,United State Of AmericaD, , ,N, ,ALABA11A POWER CO,Anytime, , , , ,N,Y,United State Of America,United State Of America, , ,N,57, ,Y,N, ,N,20211216,1, ,N,DTC, , , ,United State Of America,N .A .,N .A .,N .A .,N .A .,OOTC, , , , , ,N,N,N,N, , ,10392306,265,Preferred Stock, ,N .A .,Y,FOLL OR PART , ,N,19630515, , , ,N, , ,21700101,APRCP, , ,N,N, , ,N,2, , , ,EPXXXX,4, ,16, , , ,N,BBG0000012N7,1, ,20110,10014, ,N .A.,N .A .,ALABA11A POWER CO,SO 4.52 PERP,United State Of America,BBG001FB3NX3,Alabama Power Co 
COZP887A017 Corp,S0,8.528, ,AP,HONGKONG ELECTRIC FINANCE LTD MTN RegS 2.88% 03-May-2026,HONGKONG ELECTRIC FINANCE LTD MTN RegS 2.88% 03-May-2026,Utilities,Corp,4,,PERP/canadaLL,TYPE PRFD,5,PUBLIC,HK,United State Of AmericaD,NEW MONEY ,100000,100000,100,100,100, ,,100,19501020,19501024, ,20211216,19501024,102.2,,  ,B9276L4,,,  ,XS1401202517, ,904004, , , ,,,, , , ,, ,171317,10392405,20211213,,104.2,,,, ,20220101,, ,N .A .,,, ,20220101,20211216,4.6,,,,,, ,Y,N,N,101370,Southern Co/The,SO,United State Of America, ,Utilities,Electric,Electric-Integrated,N .A .,United State Of America,SO 4.6 PERP,N, ,PUBLIC, ,N .A .,20211001, ,N, ,COZP887A017,Alabama Power Co,United State Of AmericaD,United State Of AmericaD,N,N,,1,Y,N,United State Of AmericaD, , ,N, ,ALABA11A POWER CO,Anytime, , , , ,N,Y,United State Of America,United State Of America, , ,N,57, ,Y,N, ,N,20211216,1, ,N,DTC,,, ,United State Of America,N .A .,N .A .,N .A .,N .A .,OOTC, , , , , ,N,N,N,N, , ,10392405,265,Preferred Stock, ,N .A .,Y,FOLL OR PART , ,N,19501024, , , ,N, , ,21700101,ALPVN, , ,N,N, , ,N,2, , , ,EPXXXX,4, ,16, , , ,N,BBG0000012W7,1, ,20110,10014, ,N .A.,N .A .,ALABA11A POWER CO,SO 4.6 PERP AP,United State Of America,BBG001FB3NX3,"Alabama Power Co						"
COZP888A018 Corp,B,0,20211112, ,HONGKONG LAND FINANCE (canadaYMAN ISLA MTN RegS 4.5% 07-Oct-2025,HONGKONG LAND FINANCE (canadaYMAN ISLA MTN RegS 4.5% 07-Oct-2025,IndUnited State Of Americatrials,Corp, ,,NORMAL,D ISCOUNT,2,PUBLIC,HK,United State Of AmericaD, ,1.19769,1.19769,100,100,100, ,,100, , , , ,20210513,0.05, , ,B9276T2,,,A2JNS5,XS0546241075, , , , , , , , , , , , , ,349054,192941319,912796851, , , , , , , , , ,N .A., , , , , , , , , , , , ,N,N,N,218252,United States of Americanada,3352Z,United State Of America, ,Government,Sovereiqn,Sovereiqn, ,United State Of America,B 11/12/21, , ,United State Of America GOVERNMENT, , , , , , ,COZP888A018,United States Treasury Bill,United State Of AmericaD,United State Of AmericaD, , ,Y,2,N, ,United State Of AmericaD,N.A.,N .A.,N, ,TREASURY BILL, , , , , ,N,Y,United State Of America,United State Of America, ,20211112,N .A.,5,N.A., ,N, , , , , ,Y, , , , ,N .A.,N.A.,N .A.,N.A.,N .A., , , , , , ,N, ,N.A.,N, ,Non-Grandfathered,912796H51,459,Bill, , , , , ,N, , , , ,N, , ,20211112, , , , , , , ,N,1, , , ,:)BZIFR, , , , , , ,N,BBG010VMHVX2, , ,20076,10010, ,N .A., ,TREASURY BILL,B 0 11/12/21,BGN,BBG001FN4MX1,United States Treasury Bill
COZP889A019 Corp,XIB,0,20220210, ,HUARONG FINANCE II CO LTD MTN RegS 5.5% 16-Jan-2025,HUARONG FINANCE II CO LTD MTN RegS 5.5% 16-Jan-2025,Financials,Corp, ,,NORMAL,D ISCOUNT,2,PUBLIC,CN,United State Of AmericaD, ,60232000000,60232000000,100,100, , ,,100, , ,20210812, ,20211112,0.045, , ,B9276N6,,,,XS1165659514, , , , , , , , , , , , , ,349057,195341532,912796L72, , , , , , , , , ,N.A.,  , , , , , , , , , , , ,N,N,N,218252,United States of Americanada,3352Z,United State Of America, ,Government,Sovereiqn,Sovereiqn, ,United State Of America,XIB 02/10/22, , ,United State Of America GOVERNMENT, , , , , , ,COZP889A019,United States Treasury Bill - h1I Post Auction,United State Of AmericaD,United State Of AmericaD, , ,Y,2,N, ,United State Of AmericaD,N.A.,N .A.,N, ,WI TSY BILL, , , , , ,N,Y,United State Of America,United State Of America, ,20220210,N .A.,5, , ,N, , , , , ,Y, , , , ,N.A.,N .A.,N.A.,N .A.,N.A., , , , , , ,N, ,N.A.,N, ,Non-Grandfathered,9999X03M7,459,Bill, , , , , ,N, , , , ,N, , ,20220210, , , , , , , ,N,1, , , ,N .A., , , , , , ,N,BBG012248XKO, , ,20076,10010, ,N.A., ,WI TSY BILL,XIB 0 02/10/22,BGN,BBG001FN4N05,United States Treasury Bill - WI Post Auction
COZP890A020 Corp,RY,N .A.,20211111, ,HUTCHISON WHAMPOA INTERNATIONAL 12 RegS 3.25% 08-Nov-2022,HUTCHISON WHAMPOA INTERNATIONAL 12 RegS 3.25% 08-Nov-2022,IndUnited State Of Americatrials,Corp,,,AT MATURITY,NO canadaLC-FLOATE.RS,20,PUBLIC,HK,United State Of AmericaD,SR UNSECURED,2500000,2500000,100000,10000,10000,RBcanadaN-sole,,100,20201028,20201111,20211111,20201111,20201111,100, , ,B9276S1,,,A1V6YG,United State Of AmericaG4690AAB38, , , ,224476680, , , , , , , , , ,7807776,188639607,BM1849769, , , , , , ,20211111, , ,N .A.,1, ,N/A, , , , , , , , , ,N,N,N,110411,Royal Bank of canadanada,RY,canada,O,Financial,Banks,Commer Banks Non-United State Of America,N .A.,canada,RY Float 11/11/21,N,1,EURO MTN, ,N .A.,20201111, , , ,COZP890A020,Royal Bank of canadanada/Toronto,EUR,EUR,N,Y,Y,1,N,N,EUR,N,N,N, ,ROYAL BK canadaNADA TORONTO, , ,N.A., ,N .A.,Y,Y,canada,TE,Seasoned,20211111,N,198,MATURED,N,N, ,N, ,1, ,N, , , , ,N.A. ,N .A.,N.A.,N .A.,N.A., , , , , , ,N,N,N,N, ,Non-Grandfathered, ,675, ,20211111,N .A.,N, , ,N, , ,Y, ,N, , ,20211111, , ,N,N,Y,N .A.,O,N,2, , , ,DTVNFR,1, , , , ,Y,N,BBGOOY19VB50,1, ,20051,10008, ,N.A.,N .A.,ROYAL BK canadaNADA TORONTO,RY VO 11/11/21,N.A.,BBG001H1BMK3,Royal Bank of canadanada/Toronto
COZP891A021 Corp,RY,N .A.,20211111,1,HUTCHISON WHAMPOA INTL 03/33 RegS 7.45% 24-Nov-2033,HUTCHISON WHAMPOA INTL 03/33 RegS 7.45% 24-Nov-2033,IndUnited State Of Americatrials,Corp,4,,AT MATURITY,NO canadaLC-FLOATE.RS,20,PUBLIC,HK,United State Of AmericaD,SR UNSECURED,400000,400000,10000,10000,10000,RBcanadaN-sole,,100,20201028,20201111,20210211,20201111,20201111,100, , ,B9276M5,,, ,United State Of AmericaG4672canadaC94, , , ,224476698, ,,,,,, , , , ,7807776,BM1849785, , , , , , ,20210211, , ,N .A.,4, ,N/A, , , , , , , , , ,N,N,N,110411,Royal Bank of canadanada,RY,canada,O,Financial,Banks,Commer Banks Non-United State Of America,N .A.,canada,RY Float 11/11/21,N,1,EURO MTN, ,N .A.,20201111, ,N,,COZP891A021,Royal Bank of canadanada/Toronto,GBP,GBP,Y,Y,,1,N,N,GBP,N,N,N, ,ROYAL BK canadaNADA TORONTO, , ,N.A., ,N .A.,Y,Y,canada,EN,Seasoned,20211111,N,198,MATURED,N,N, ,N, ,1, ,N, , , , ,N.A. ,N .A.,N.A.,N .A.,N.A., , , , , , ,N,N,N,N, ,Non-Grandfathered, ,675, ,20210211,N .A.,N, , ,N, , ,Y, ,N, , ,20211111, , ,N,N,Y,N .A.,O,N,2, , , ,DTVNGR,4, , , , ,Y,N,BBGOOY19VBJ5,1, ,20051,10008, ,N.A.,N .A.,ROYAL BK canadaNADA TORONTO,RY VO 11/11/21 0001,N .A.,BBG001H1BMK3,Royal Bank of canadanada/Toronto
COZP892A022 Corp,ESMTB,8.9,20211111, ,ICBCIL FINANCE CO LTD MTN RegS 3.75% 05-Mar-2024,ICBCIL FINANCE CO LTD MTN RegS 3.75% 05-Mar-2024,Financials,Corp, ,,AT MATURITY,INTE.REST@MTY,2,PUBLIC,CN,United State Of AmericaD,BILLS,1490470000,1490470000,0.01,0.01,0.01, ,,100,20201106,20201112, , ,20201112,100.60574, , ,B8FFFY4,,, ,XS1958533553, , , ,225673284, , , , , , , , , ,33508530,189148450,BM3243326, , , , , , , , , ,N .A., , , , , , , , , , , , ,N,N,N,32208894,European Stability Mechanism,5701540,S.nat, ,Government,Sovereign,Sovereign Agency,N .A.,LU,ESMTB 0 11/11/21,N, ,EURO NON-DOLLAR, ,N .A., , , , ,COZP892A022,European Stability Mechanism Treasury Bill,EUR,EUR,N,N,Y,1,N,N,EUR,N,N,N, ,ESM BILL, , , , , ,N,Y,EC,TE,Does Not Apply,20211111,N,7,MATURED,N,N, ,N, ,1, ,N, , , , ,N.A.,N .A.,N.A.,N .A.,N.A.,EBMX, ,XLUX,SEND, , ,N,N,N,N, ,Non-Grandfathered, ,458, , ,N.A.,N, , ,N, , , , ,N, , ,20211111,ESM 0.0 11/11/21, ,N,N,Y, , ,N,2, , , ,DYZCXB,1, , , , ,N,N,BBGOOY3WT4D7,1, ,20076,10010, ,N.A.,N .A.,ESM TBILL,ESMTB 0 11/11/21,EMTS,BBG003PGGR21,European Stability Mechanism Treasury Bill
COZP893A023 Corp,ABSTNR,9.272, ,A,INDUnited State Of AmericaTRIAL & COMMERCIAL BANK OF CH RegS 4.88% 21-Sep-2025,INDUnited State Of AmericaTRIAL & COMMERCIAL BANK OF CH RegS 4.88% 21-Sep-2025,Financials,Corp,2,,PERP/canadaLL,TYPE PRFD,6,PUBLIC,CN,United State Of AmericaD,NEW MONEY,120000,93080,10,10,10, ,,10, , , ,19880926, , , , ,B83DW72,,, ,United State Of AmericaY39656AC06, , , , , , , , , , , , , ,239354,500000,3864402,20211213,10,20211213, , , ,20220415, , ,N.A., , , ,19881015,19880926,10, , , , , , ,Y,N,N, , , ,canada, ,Financial,Insurance,Multi-line Insurance,N .A.,United State Of America,ABSTNR 10 PERP,N, ,PUBLIC, ,N .A.,20211015, ,N, ,COZP893A023,Abstainers Insurance Co,canadaD,canadaD,N,N,N,1,Y,N,canadaD, , ,N, ,h1AS ABSTAINERS INSURANCE,Anytime, , , , ,N,Y,canada,canada, , ,N,57, ,Y,N, ,N,20220326,1, ,N, , , , ,N.A.,N .A.,N.A.,N .A.,N.A., , , , , , ,N,N,N,N, , ,3864402,165,Preferred Stock, ,N .A.,N, , ,N,19881231, , , ,N, , ,21701015, , , ,N,N, , ,N,2, , , ,N.A.,2, ,,,, ,N,BBG000003790,1, ,20055,10008, ,N .A.,N.A.,WAS ABSTAINERS INSURANCE,ABSTNR 10 PERP A,N.A.,BBG001FL38X7,Abstainers Insurance Co
