cpn,NAME,crncy,bearer,junior,senior,series,ticker, ISSUER,country,cpn_typ,cur_cpn,day_cnt,floaier,id_isin,id_mic1,id_mic2,id_mic3,id_mic4,id_mic5,is_regs,mty_typ,par_amt,putable,rig_jcr,base_cpi,cfi_code,cpn_freq,cv_until,id_cedel,id_dutch,id_italy,id_japan,id_spain,issue_dt,issue_px,lead_mgr,maturity,oid_bond,sinkable,144A_FLAG,cpn_crncy,cv_sh_par,defaulted,exch_code,id_common,id_danish,id_french,id_sedol1,id_sedol2,id_sedol3,id_sedol4,id_sedol5,min_piece,nxt_re_dt,reset_idx,stepup_dt,amt_issued,collai_typ,cv_cnvs_px,cv_prov_px,dual_crncy,extendible,id_belgium,int_acc_dt,nxt_cpn_dt,nxt_put_dt,nxt_put_px,prvt_place,redemp_val,refix_freq,registered,short_name,stepup_cpn, ID_SWEDISH,announce_dt,cv_start_dt,ex_div_days,flt_pay_day,ID_VALOREN ,id_xtrakier,issuer_bulk,nxt_sink_dt,pfd_rst_dvd,prev_cpn_dt,put_feature,trade_crncy,canadaLLED ,basic_spread,delivery_typ,dtc_eligible,est_cpn_flag,exchangeable,first_cpn_dt,id_bb_global,id_bb_unique,id_euroclear,is_perpetual,market_issue,nxt_refix_dt,nxt_sink_amt,put_discrete,redemp_crncy,security_des,security_typ,type_of_bond,calc_typ_des,canadalc_typ,  FEED_SOURCE, IS_DAY_PAYER,cv_cnvs_raiio,id_bb_company,id_luxembourg,id_weripapier,inflaiion_lag,issuers_stock,last_refix_dt,min_increment,nxt_factor_dt,pcs_quote_typ,pfd_ex_dvd_dt,security_typ2,canadaLLABLE ,canadalled_dt,canadalled_px,days_io_settle,day_payer_freq,dtc_registered,final_maturity,flt_days_prior,guarantor_name,id_bb_security,is_unit_traded,nxt_par_put_dt,pct_par_quoted,pfd_dvd_pay_dt,removal_reason,amt_outstanding,bbg_unique_code,cdr_settle_code,first_settle_dt,gilts_ex_dvd_dt,id_bb_guarantor,id_bb_parent_co,ID_EXCH_SYMBOL ,is_current_govt,LONG_COMP_NAME ,nxt_canadall_dt,nxt_canadall_px,reference_index,sinking__factor,structured_note,cdr_country_code,cpn_freq_yld_cnv,cv_cnvs_fexch_ri,cv_common_ticker,id_japan_company,is_soft_canadall,canadall_feaiure,canadall_partial,cntry_of_domicile,country_guarantor,cv_mandaiory_cnvs,id_bb_sec_num_des,market_sector_des,PARENT_COMP_NAME ,undl_id_bb_unique,canadalc_maturity,canadall_discrete,flt_cpn_convention,parent_comp_ticker,penultimate_cpn_dt,sedol1_country_iso,sedol2_country_iso,sedol3_country_iso,sedol4_country_iso,credit_enhancements,ex_div_canadalendar,nxt_par_canadall_dt,security_factorable,SEDOL5_COUNTR Y_ISO,eu_savings_directive,flt_bench_multiplier,id_bb_global_company,contingent_conversion,cv_common_ticker_exch,iso_country_guarantor,sink_schedule_ami_typ, IS_REVERSE_CONVERTIBLE,CNTRY_OF_ INCORPORATION,id_bb_global_company_name,contrib_daia_indicanadaior,first_canadall_dt_issuance,MAKE_WHOLE_canadaLL_SPR EAD,most_recent_reporied_factor,ID_CUnited State Of AmericaIP,inflaiion_linked_indicanadaior,ID_AUnited State Of AmericaTRIAN,TRADE_STAIUnited State Of America,ID_CUnited State Of AmericaIP_REAL,INDUnited State Of AmericaTRY_GROUP,INDUnited State Of AmericaTRY_SECTOR,ISSUER_INDUnited State Of AmericaTRY,SEASONING_STAIUnited State Of America,INDUnited State Of AmericaTRY_SUBGROUP,INSURANCE _STATUnited State Of America,INDUnited State Of AmericaTRY_GROUP_NUM,INDUnited State Of AmericaTRY_SECTOR_NUM,INDUnited State Of AmericaTRY_SUBG ROUP_NUM,_airbyte_ab_id,_airbyte_emitted_at,_airbyte_normalized_at,_airbyte_finalop_hashid
0,CHINA PEOPLES REPUBLIC OF (GOVERNM RegS 2.63% 02-Nov-2027,United State Of AmericaD,N.A., , , ,XIB,WI TSY BILL,CN,, ,2,N,XS1706605281, , , , , ,N,NORMAL, ,N,N.A., ,N .A., , ,, , , , ,20211112,0.045, ,20220210,Y,N, ,United State Of AmericaD, , ,, , , ,B8KDTL8,, , , ,100, , , ,60232000000, , , ,N, , , , , , ,N .A.,100,  ,N .A.,CHINA PEOPLES REPUBLIC OF (GOVERNM RegS 2.63% 02-Nov-2027, , , , , , , , ,WI TSY BILL, , , , ,United State Of AmericaD,N, , , , ,N.A.,20210812,BBG012248XKO,COZP880A010, , ,PUBLIC, , , ,United State Of AmericaD,XIB 02/10/22,United State Of America GOVERNMENT, ,D ISCOUNT,5,BGN,N, ,349057, ,A1V6YG,N.A., , ,100, ,2, ,Bill,N, , ,1, , ,20220210, , ,195341532,N, ,Y, , ,60232000000,COZP880A010 Corp,United State Of America, , , ,218252, ,N,United States Treasury Bill - h1I Post Auction, , , , , ,United State Of America, , , , ,N, , ,United State Of America, , ,XIB 0 02/10/22,Corp,United States of Americanada, ,20220210, , ,3352Z, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG001FN4N05, , , , , ,United State Of America,United States Treasury Bill - WI Post Auction, , , , ,912796L72,N, ,Y,9999X03M7,Sovereiqn,Government,Government, ,Sovereiqn, ,20076,10010,459,34174737-6a6a-4454-9b90-16027732da6b,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,984f44bb3151fcf2266f602c9ed9ad9c
N .A.,CK HUTCHISON canadaPITAL SECURITIES (1 RegS 4% 31-Dec-2049,United State Of AmericaD,N,N,Y, ,RY,ROYAL BK canadaNADA TORONTO,HK,,N .A.,20,Y,United State Of AmericaG2176GAA97, , , , , ,N,AT MATURITY,10000,N,N .A., ,DTVNFR,, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,EUR, ,N,,224476680, , ,B76HSR6,, , , ,100000, ,, ,2500000,SR UNSECURED, , ,N,N, ,20201111,20211111, , ,N,100,1,N,CK HUTCHISON canadaPITAL SECURITIES (1 RegS 4% 31-Dec-2049, , ,20201028, , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , ,20201111, ,EUR,N,O, ,N,Y,N,20211111,BBGOOY19VB50,COZP881A011, ,N,PUBLIC, , , ,EUR,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,198,N.A.,N, ,7807776, , ,N.A., ,20211111,10000, ,1, , ,N, , ,2, ,N,20211111,O,N .A.,188639607,N, ,Y, ,MATURED,2500000,COZP881A011 Corp,TE,20201111, , ,110411, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,1, , , ,N, , ,canada,N .A., ,RY VO 11/11/21,Corp,Royal Bank of canadanada, ,20211111, , ,RY,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG001H1BMK3, , ,N .A., ,N,canada,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,BM1849769,N, ,Y, ,Banks,Financial,IndUnited State Of Americatrials,Seasoned,Commer Banks Non-United State Of America,N,20051,10008,675,670be075-ddaa-4cce-908c-3caa4c8467ea,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,364db93c1fc48eb3ccf721b883783868
N .A.,CK HUTCHISON INTERNATIONAL 20 LTD RegS 3.38% 08-May-2050,United State Of AmericaD,N,N,Y,1,RY,ROYAL BK canadaNADA TORONTO,HK,,N .A.,20,Y,United State Of AmericaG2181LAB92, , , , , ,N,AT MATURITY,10000,N,N .A., ,DTVNGR,4, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,GBP, ,N,,224476698,, ,B87CZ32,, , , ,10000, ,, ,400000,SR UNSECURED, , ,N,N,,20201111,20210211, , ,N,100,4,N,CK HUTCHISON INTERNATIONAL 20 LTD RegS 3.38% 08-May-2050, ,,20201028, , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , ,20201111, ,GBP,N,O, ,Y,Y,N,20210211,BBGOOY19VBJ5,COZP882A012, ,N,PUBLIC, , ,,GBP,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,198,N .A.,N, , ,, ,N.A., ,20210211,10000, ,1, , ,N, , ,2, ,N,20211111,O,N .A.,7807776,N, ,, ,MATURED,400000,COZP882A012 Corp,EN,20201111, , ,110411, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,4, , , ,N, , ,canada,N .A., ,RY VO 11/11/21 0001,Corp,Royal Bank of canadanada, ,20211111,N, ,RY,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG001H1BMK3, , ,N .A., ,N,canada,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,BM1849785,N,,Y, ,Banks,Financial,IndUnited State Of Americatrials,Seasoned,Commer Banks Non-United State Of America,N,20051,10008,675,53da4d31-05b9-406c-b625-c41a91605bb6,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,705b4b33b8f5156232a7215e015b75d9
7.04,CLP POWER HONG KONG FINANCING LTD. MTN RegS 2.13% 30-Jun-2030,United State Of AmericaD,N,N,Y, ,ESMTB,ESM BILL,HK,, ,2,N,XS2193950354,EBMX, ,XLUX,SEND, ,N,AT MATURITY,0.01,N,N .A., ,DYZCXB, , ,, , , , ,20201112,100.60574, ,20211111,N,N,N,EUR, ,N,,225673284, , ,B8JXNK6,, , , ,0.01, , , ,1490470000,BILLS, , ,N,N, , , , , ,N,100, ,N,CLP POWER HONG KONG FINANCING LTD. MTN RegS 2.13% 30-Jun-2030, , ,20201106, , , , , ,ESM TBILL, , , , ,EUR,N, , ,N, ,N, ,BBGOOY3WT4D7,COZP883A013, ,N,PUBLIC, , , ,EUR,ESMTB 0 11/11/21,EURO NON-DOLLAR, ,INTE.REST@MTY,7,EMTS,N, ,33508530, , ,N.A., , ,0.01, ,1, , ,N, , ,2, ,N,20211111, ,N .A.,189148450,N, ,Y, ,MATURED,1490470000,COZP883A013 Corp,TE,20201112, , ,32208894,ESM 0.0 11/11/21,N,European Stability Mechanism Treasury Bill, , , ,1,N,EC,1, , , ,N, , ,LU,N .A., ,ESMTB 0 11/11/21,Corp,European Stability Mechanism, ,20211111, , ,5701540, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG003PGGR21, , ,N.A., ,N,S.nat,European Stability Mechanism Treasury Bill,N, ,N .A.,1,BM3243326,N, ,Y, ,Sovereign,Government,Utilities,Does Not Apply,Sovereign Agency,N,20076,10010,458,82d50758-aa7e-4445-a7af-f1eb4290f9a6,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,3a023d1368c7d57fb032516f9344324b
7.412,EXPORT-IMPORT BANK OF CHINA MTN RegS 4% 28-Nov-2047,United State Of AmericaD, ,N,N,A,ABSTNR,h1AS ABSTAINERS INSURANCE,CN,, ,6,N,XS1717764143, , , , , ,N,PERP/canadaLL,10,N,N.A., ,N.A.,2, ,, , , , , , , , ,N,N,N,canadaD, ,N,, , , ,B7NK760,, , , ,10, , , ,120000,NEW MONEY, , ,N,N, ,19880926,20220415, , ,N,10, , ,EXPORT-IMPORT BANK OF CHINA MTN RegS 4% 28-Nov-2047, , , , ,, , , ,WAS ABSTAINERS INSURANCE, ,10,20211015, ,canadaD,N, , ,N, ,N, ,BBG000003790,COZP884A014, ,Y,PUBLIC, , , ,canadaD,ABSTNR 10 PERP,PUBLIC, ,TYPE PRFD,57,N.A.,N, ,239354, ,A2SB95,N .A., , ,10, ,1,19880926,Preferred Stock,Y, , ,2, ,N, , ,N .A.,500000,Y, ,N,19881015, ,93080,COZP884A014 Corp,canada, ,20220326, , , ,N,Abstainers Insurance Co,20211213,10, ,1,N,canada,2, , , ,N,Anytime, ,United State Of America,N .A., ,ABSTNR 10 PERP A,Corp, , ,21701015,N, , , ,N.A.,N .A.,N.A.,N .A., ,,20211213,N,N.A., , ,BBG001FL38X7,, ,N .A., ,N,canada,Abstainers Insurance Co, ,19881231,N.A.,1,3864402,N, ,Y,3864402,Insurance,Financial,Government, ,Multi-line Insurance, ,20055,10008,165,ec646905-2aaf-4d3b-bc21-7bff388b2f1e,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,0188cc3c5439616c577ec8744024a258
7.784,HKT canadaPITAL NO 2 LTD RegS 3.63% 02-Apr-2025,United State Of AmericaD, ,N,N,B,AVFI,ADVANCED FINANCIAL INC,HK,, ,5,N,XS1213177295, , , , , ,N,CONV/canadaLL/PERP,4,N,N .A., ,EPXXXX,4, ,, , ,,	,19920611,4,VTR canadaPITAL, ,N,N,N,United State Of AmericaD,1,N,, , ,	,B6S02J6,, , ,,100,  ,  ,,400000,NEW MONEY,4,	,N,N,,19951227,20220110,, ,N,4,, ,HKT canadaPITAL NO 2 LTD RegS 3.63% 02-Apr-2025, ,,19920604,19920611,,,		, ,ADVANCED FINANCIAL INC,,10.5,20211010, ,United State Of AmericaD,N,,DTC,Y, ,N, ,BBG000004VJ5,COZP885A015,,Y,PUBLIC, , , ,United State Of AmericaD,AVFI 10 1/2 PERP,PUBLIC,,TYPE PRFD,57,United State Of America,N,1,102297,, ,N .A.,Y, ,100, ,1,19951227,Preferred Stock,Y, , ,2, ,Y, , ,N .A.,500000,Y,  ,N,19960110, ,363000,COZP885A015 Corp,United State Of America,19920611,20211227, , ,,N,Advanced Energy Recovery Inc,20211213,4,,1,N,United State Of America,4,		,AVRC,	,N,Anytime, ,United State Of America,N .A.,Optionally,AVFI 10.5 PERP B,Corp,	  ,EQ0010229700001000,21700110,N, ,, ,N .A.,N .A.,N .A.,N .A.,, ,20211213,N,N .A., , ,BBG001FFOCG3,N,AVRC United State Of America Equity,N .A., ,N,United State Of America,Advanced Energy Recovery Inc						, ,19920611,N .A.,1,00753J404,N,	,Y,00753J404,Oil&Gas,Energy,Communicanadation Services, ,Oil Comp-Explor&Prodtn, ,20048,10007,135,f4b5f4b3-6fa2-4755-b89e-99a75afb46d5,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,28d84bf19648b686042d5f088f615c65
8.156,HONG KONG SUKUK 2017 LTD MTN RegS 3.13% 28-Feb-2027,United State Of AmericaD, ,N,N, ,S0,ALABA11A POWER CO,HK,, ,5,N,XS1555404786,OOTC, , , , ,N,PERP/canadaLL,100,N,N .A ., ,EPXXXX,4, ,, , , , ,19630515,101.8, , ,N,N,N,United State Of AmericaD, ,N,,  ,,,B9276V4,, , , ,100, , , ,50000,NEW MONEY , , ,N,N, ,20211216,20220101, , ,N,100, , ,HONG KONG SUKUK 2017 LTD MTN RegS 3.13% 28-Feb-2027, ,,19630510, ,16, ,904002,  ,ALABA11A POWER CO, ,4.52,20211001, ,United State Of AmericaD,N, ,DTC,Y, ,N, ,BBG0000012N7,COZP886A016,,Y,PUBLIC, , , ,United State Of AmericaD,SO 4.52 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N, ,171317,,  ,N .A., , ,100, ,1,20211216,Preferred Stock,Y, , ,2, ,Y, , ,N .A .,500062,Y, ,N,20220101, ,50000,COZP886A016 Corp,United State Of America,19630515,20211216, ,101370,APRCP,N,Alabama Power Co,20211213,102.93, ,1,N,United State Of America,4, , , ,N,Anytime,FOLL OR PART ,United State Of America,N .A ., ,SO 4.52 PERP,Corp,Southern Co/The, ,21700101,N, ,SO, ,United State Of America,N .A .,N .A .,N .A ., , , ,N,N .A ., , ,BBG001FB3NX3, , ,N .A ., ,N,United State Of America,Alabama Power Co , ,19630515,N .A .,1,10392306,N,,Y,10392306,Electric,Utilities,Government, ,Electric-Integrated, ,20110,10014,265,0fcb66ee-4c56-464a-8d10-d69c602dd8c5,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,d1c89ac5340a2d2deaebc3dafa529318
8.528,HONGKONG ELECTRIC FINANCE LTD MTN RegS 2.88% 03-May-2026,United State Of AmericaD, ,N,N,AP,S0,ALABA11A POWER CO,HK,, ,5,N,XS1401202517,OOTC, , , , ,N,PERP/canadaLL,100,N,N .A ., ,EPXXXX,4,,, , , ,,19501024,102.2, , ,N,N,N,United State Of AmericaD, ,N,, ,, ,B9276L4,,,, ,100, , , ,100000,NEW MONEY , , ,N,N,,20211216,20220101,,,N,100,, ,HONGKONG ELECTRIC FINANCE LTD MTN RegS 2.88% 03-May-2026, , ,19501020, ,16, ,904004,  ,ALABA11A POWER CO,,4.6,20211001, ,United State Of AmericaD,N, ,DTC,N, ,N, ,BBG0000012W7,COZP887A017,,Y,PUBLIC,, , ,United State Of AmericaD,SO 4.6 PERP,PUBLIC, ,TYPE PRFD,57,United State Of America,N,,171317, ,  ,N .A., , ,100, ,1,20211216,Preferred Stock,Y, , ,2, ,Y, , ,N .A .,10392405,Y, ,,20220101, ,100000,COZP887A017 Corp,United State Of America,19501024,20211216, ,101370,ALPVN,N,Alabama Power Co,,104.2, ,1,N,United State Of America,4,,, ,N,Anytime,FOLL OR PART ,United State Of America,N .A ., ,SO 4.6 PERP AP,Corp,Southern Co/The, ,21700101,N, ,SO, ,United State Of America,N .A .,N .A .,N .A ., , ,,N,N .A ., , ,BBG001FB3NX3, ,,N .A ., ,N,United State Of America,Alabama Power Co						, ,19501024,N .A .,1,20211213,N,,Y,10392405,Electric,Utilities,Utilities, ,Electric-Integrated, ,20110,10014,265,b1a490ba-7baf-4c4d-b905-e40f579c1a65,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,4f51ddb9c858f4103bd9700ed2c4c99d
0,HONGKONG LAND FINANCE (canadaYMAN ISLA MTN RegS 4.5% 07-Oct-2025,United State Of AmericaD,N.A., , , ,B,TREASURY BILL,HK,, ,2,N,XS0546241075, , , , , ,N,NORMAL,100,N,N .A., ,:)BZIFR, , ,, , , , ,20210513,0.05, ,20211112,Y,N, ,United State Of AmericaD, , ,, , , ,B9276T2,, , , ,100, , , ,1.19769, , , ,N, , , , , , ,N .A.,100, ,N .A.,HONGKONG LAND FINANCE (canadaYMAN ISLA MTN RegS 4.5% 07-Oct-2025, , , , , , , , ,TREASURY BILL, , , , ,United State Of AmericaD,N, , , , ,N.A., ,BBG010VMHVX2,COZP888A018, , ,PUBLIC, , , ,United State Of AmericaD,B 11/12/21,United State Of America GOVERNMENT, ,D ISCOUNT,5,BGN,N, ,349054, ,A2JNS5,N .A., , ,100, ,2, ,Bill,N, , ,1, , ,20211112, , ,192941319,N, ,Y, ,N.A.,1.19769,COZP888A018 Corp,United State Of America, , , ,218252, ,N,United States Treasury Bill, , , , , ,United State Of America, , , , ,N, , ,United State Of America, , ,B 0 11/12/21,Corp,United States of Americanada, ,20211112, , ,3352Z, ,N .A.,N.A.,N .A.,N.A., , , ,N,N .A.,Non-Grandfathered, ,BBG001FN4MX1, , , , , ,United State Of America,United States Treasury Bill, , , , ,912796851,N, ,Y,912796H51,Sovereiqn,Government,IndUnited State Of Americatrials, ,Sovereiqn, ,20076,10010,459,e48d2c02-af7f-4887-b3f2-1ccdde90e30a,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,54d26b5015ca20729fbe5fbc0c331c4a
0,HUARONG FINANCE II CO LTD MTN RegS 5.5% 16-Jan-2025,United State Of AmericaD,N.A., , , ,XIB,WI TSY BILL,CN,, ,2,N,XS1165659514, , , , , ,N,NORMAL, ,N,N.A., ,N .A., , ,, , , , ,20211112,0.045, ,20220210,Y,N, ,United State Of AmericaD, , ,, , , ,B9276N6,, , , ,100, , , ,60232000000, , , ,N, , , , , , ,N .A.,100,  ,N .A.,HUARONG FINANCE II CO LTD MTN RegS 5.5% 16-Jan-2025, , , , , , , , ,WI TSY BILL, , , , ,United State Of AmericaD,N, , , , ,N.A.,20210812,BBG012248XKO,COZP889A019, , ,PUBLIC, , , ,United State Of AmericaD,XIB 02/10/22,United State Of America GOVERNMENT, ,D ISCOUNT,5,BGN,N, ,349057, ,,N.A., , ,100, ,2, ,Bill,N, , ,1, , ,20220210, , ,195341532,N, ,Y, , ,60232000000,COZP889A019 Corp,United State Of America, , , ,218252, ,N,United States Treasury Bill - h1I Post Auction, , , , , ,United State Of America, , , , ,N, , ,United State Of America, , ,XIB 0 02/10/22,Corp,United States of Americanada, ,20220210, , ,3352Z, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG001FN4N05, , , , , ,United State Of America,United States Treasury Bill - WI Post Auction, , , , ,912796L72,N, ,Y,9999X03M7,Sovereiqn,Government,Financials, ,Sovereiqn, ,20076,10010,459,5d4e1ecf-d72c-49ed-8254-405a52c34572,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,ba03476d71661d20ccdc9749295a9421
N .A.,HUTCHISON WHAMPOA INTERNATIONAL 12 RegS 3.25% 08-Nov-2022,United State Of AmericaD,N,N,Y, ,RY,ROYAL BK canadaNADA TORONTO,HK,,N .A.,20,Y,United State Of AmericaG4690AAB38, , , , , ,N,AT MATURITY,10000,N,N .A., ,DTVNFR,, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,EUR, ,N,,224476680, , ,B9276S1,, , , ,100000, ,, ,2500000,SR UNSECURED, , ,N,N, ,20201111,20211111, , ,N,100,1,N,HUTCHISON WHAMPOA INTERNATIONAL 12 RegS 3.25% 08-Nov-2022, , ,20201028, , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , ,20201111, ,EUR,N,O, ,N,Y,N,20211111,BBGOOY19VB50,COZP890A020, ,N,PUBLIC, , , ,EUR,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,198,N.A.,N, ,7807776, ,A1V6YG,N.A., ,20211111,10000, ,1, , ,N, , ,2, ,N,20211111,O,N .A.,188639607,N, ,Y, ,MATURED,2500000,COZP890A020 Corp,TE,20201111, , ,110411, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,1, , , ,N, , ,canada,N .A., ,RY VO 11/11/21,Corp,Royal Bank of canadanada, ,20211111, , ,RY,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG001H1BMK3, , ,N .A., ,N,canada,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,BM1849769,N, ,Y, ,Banks,Financial,IndUnited State Of Americatrials,Seasoned,Commer Banks Non-United State Of America,N,20051,10008,675,a93c7b9d-9fcd-4f4b-9f88-0ce1c5fe7824,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,c8fd54788ef530f8475cc6aa439a4c3e
N .A.,HUTCHISON WHAMPOA INTL 03/33 RegS 7.45% 24-Nov-2033,United State Of AmericaD,N,N,Y,1,RY,ROYAL BK canadaNADA TORONTO,HK,,N .A.,20,Y,United State Of AmericaG4672canadaC94, , , , , ,N,AT MATURITY,10000,N,N .A., ,DTVNGR,4, ,, , , , ,20201111,100,RBcanadaN-sole,20211111,N,N,N,GBP, ,N,,224476698,, ,B9276M5,, , , ,10000, ,, ,400000,SR UNSECURED, , ,N,N,,20201111,20210211, , ,N,100,4,N,HUTCHISON WHAMPOA INTL 03/33 RegS 7.45% 24-Nov-2033, ,,20201028, , ,N .A., , ,ROYAL BK canadaNADA TORONTO, , ,20201111, ,GBP,N,O, ,Y,Y,N,20210211,BBGOOY19VBJ5,COZP891A021, ,N,PUBLIC, , ,,GBP,RY Float 11/11/21,EURO MTN, ,NO canadaLC-FLOATE.RS,198,N .A.,N, , ,, ,N.A., ,20210211,10000, ,1, , ,N, , ,2, ,N,20211111,O,N .A.,7807776,N, ,, ,MATURED,400000,COZP891A021 Corp,EN,20201111, , ,110411, ,N,Royal Bank of canadanada/Toronto, , , ,1,Y,canada,4, , , ,N, , ,canada,N .A., ,RY VO 11/11/21 0001,Corp,Royal Bank of canadanada, ,20211111,N, ,RY,N.A.,N.A. ,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered,1,BBG001H1BMK3, , ,N .A., ,N,canada,Royal Bank of canadanada/Toronto,Y, ,N .A.,1,BM1849785,N,,Y, ,Banks,Financial,IndUnited State Of Americatrials,Seasoned,Commer Banks Non-United State Of America,N,20051,10008,675,739f1314-608a-4096-b31c-62892814d706,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,376970cdb2e31987d5be3aeb74b07b3b
8.9,ICBCIL FINANCE CO LTD MTN RegS 3.75% 05-Mar-2024,United State Of AmericaD,N,N,Y, ,ESMTB,ESM BILL,CN,, ,2,N,XS1958533553,EBMX, ,XLUX,SEND, ,N,AT MATURITY,0.01,N,N .A., ,DYZCXB, , ,, , , , ,20201112,100.60574, ,20211111,N,N,N,EUR, ,N,,225673284, , ,B8FFFY4,, , , ,0.01, , , ,1490470000,BILLS, , ,N,N, , , , , ,N,100, ,N,ICBCIL FINANCE CO LTD MTN RegS 3.75% 05-Mar-2024, , ,20201106, , , , , ,ESM TBILL, , , , ,EUR,N, , ,N, ,N, ,BBGOOY3WT4D7,COZP892A022, ,N,PUBLIC, , , ,EUR,ESMTB 0 11/11/21,EURO NON-DOLLAR, ,INTE.REST@MTY,7,EMTS,N, ,33508530, , ,N.A., , ,0.01, ,1, , ,N, , ,2, ,N,20211111, ,N .A.,189148450,N, ,Y, ,MATURED,1490470000,COZP892A022 Corp,TE,20201112, , ,32208894,ESM 0.0 11/11/21,N,European Stability Mechanism Treasury Bill, , , ,1,N,EC,1, , , ,N, , ,LU,N .A., ,ESMTB 0 11/11/21,Corp,European Stability Mechanism, ,20211111, , ,5701540, ,N.A.,N .A.,N.A.,N .A., , , ,N,N.A.,Non-Grandfathered, ,BBG003PGGR21, , ,N.A., ,N,S.nat,European Stability Mechanism Treasury Bill,N, ,N .A.,1,BM3243326,N, ,Y, ,Sovereign,Government,Financials,Does Not Apply,Sovereign Agency,N,20076,10010,458,747611c5-5a57-462e-8be3-4d0fdd1a6194,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,795a2cb2232bd2f51424aec242b01a56
9.272,INDUnited State Of AmericaTRIAL & COMMERCIAL BANK OF CH RegS 4.88% 21-Sep-2025,United State Of AmericaD, ,N,N,A,ABSTNR,h1AS ABSTAINERS INSURANCE,CN,, ,6,N,United State Of AmericaY39656AC06, , , , , ,N,PERP/canadaLL,10,N,N.A., ,N.A.,2, ,, , , , , , , , ,N,N,N,canadaD, ,N,, , , ,B83DW72,, , , ,10, , , ,120000,NEW MONEY, , ,N,N, ,19880926,20220415, , ,N,10, , ,INDUnited State Of AmericaTRIAL & COMMERCIAL BANK OF CH RegS 4.88% 21-Sep-2025, , , , ,, , , ,WAS ABSTAINERS INSURANCE, ,10,20211015, ,canadaD,N, , ,N, ,N, ,BBG000003790,COZP893A023, ,Y,PUBLIC, , , ,canadaD,ABSTNR 10 PERP,PUBLIC, ,TYPE PRFD,57,N.A.,N, ,239354, , ,N .A., , ,10, ,1,19880926,Preferred Stock,Y, , ,2, ,N, , ,N .A.,500000,Y, ,N,19881015, ,93080,COZP893A023 Corp,canada, ,20220326, , , ,N,Abstainers Insurance Co,20211213,10, ,1,N,canada,2, , , ,N,Anytime, ,United State Of America,N .A., ,ABSTNR 10 PERP A,Corp, , ,21701015,N, , , ,N.A.,N .A.,N.A.,N .A., ,,20211213,N,N.A., , ,BBG001FL38X7,, ,N .A., ,N,canada,Abstainers Insurance Co, ,19881231,N.A.,1,3864402,N, ,Y,3864402,Insurance,Financial,Financials, ,Multi-line Insurance, ,20055,10008,165,ed7f6009-b849-4628-83ed-92f0d3597e73,2021-12-28 05:07:08+00,2021-12-28 05:07:34.985038+00,54e5ec8ec9949a634bd25231dcbccd31
